,loss,accuracy,val_loss,val_accuracy
0,2.970702648162842,0.18344566226005554,2.9600136280059814,0.2059221714735031
1,2.5071680545806885,0.28995439410209656,2.7614824771881104,0.27483925223350525
2,2.2807772159576416,0.3446579873561859,2.6382687091827393,0.310473769903183
3,2.0926241874694824,0.3948882222175598,2.505472421646118,0.3346700370311737
4,1.9212218523025513,0.4466633200645447,2.4040048122406006,0.3645346760749817
5,1.7874317169189453,0.48275941610336304,2.3576714992523193,0.3927580416202545
6,1.680577039718628,0.5135246515274048,2.3113815784454346,0.41076141595840454
7,1.5869487524032593,0.5407118201255798,2.2783682346343994,0.4367004930973053
8,1.5032020807266235,0.5640774369239807,2.2552847862243652,0.4415397644042969
9,1.4286044836044312,0.5860449075698853,2.253801107406616,0.4494923949241638
10,1.3625164031982422,0.6043532490730286,2.2574124336242676,0.4527580440044403
11,1.3032854795455933,0.6204304099082947,2.2700958251953125,0.4620812237262726
12,1.2493045330047607,0.6353598237037659,2.2855122089385986,0.46399322152137756
13,1.2003679275512695,0.6487765312194824,2.3094253540039062,0.4665651321411133
14,1.1548123359680176,0.6608175039291382,2.338709592819214,0.4638240337371826
15,1.1123250722885132,0.6723234057426453,2.3495101928710938,0.4689001739025116
16,1.0721145868301392,0.683632493019104,2.3878166675567627,0.46945855021476746
17,1.0345033407211304,0.6940440535545349,2.4196386337280273,0.47079527378082275
18,0.9990146160125732,0.7044366598129272,2.462540626525879,0.47101521492004395
19,0.9653379917144775,0.7139928936958313,2.5063302516937256,0.4673096537590027
20,0.9337175488471985,0.7233566641807556,2.549900531768799,0.4681556820869446
21,0.9039775729179382,0.7318741083145142,2.5706911087036133,0.46908628940582275
22,0.875759482383728,0.7408163547515869,2.628528356552124,0.4620135426521301
23,0.8493105173110962,0.7490068078041077,2.6824305057525635,0.4639255404472351
24,0.8245577216148376,0.7564408779144287,2.7232961654663086,0.45971235632896423
25,0.800632119178772,0.7640184760093689,2.7444236278533936,0.4663790166378021
26,0.7783707976341248,0.7708564400672913,2.7948014736175537,0.4659560024738312
27,0.7576987147331238,0.7770426273345947,2.846818685531616,0.4615059196949005
28,0.7376999855041504,0.7838605046272278,2.9032280445098877,0.4595431387424469
29,0.7188177108764648,0.7897642254829407,2.9251036643981934,0.4599323272705078
30,0.7013152837753296,0.7953275442123413,2.970790147781372,0.4573265612125397
31,0.6848578453063965,0.800529420375824,3.0209782123565674,0.45764806866645813
32,0.6691917181015015,0.8056289553642273,3.0600297451019287,0.45825719833374023
